RECHTSTRAEGER;QUARTAL;BEKANNTGABE;LEERMELDUNG;MEDIUM_MEDIENINHABER;EURO
Upper Austrian Research GmbH;20162;2;0;OÖ Nachrichten;17640.88
VERBUND AG;20162;2;0;ATV;31012.11
VERBUND AG;20162;2;0;Bezirksblätter Niederösterreich;14200.34
VERBUND AG;20162;2;0;Bezirksrundschau Oberösterreich;10379.61
VERBUND AG;20162;2;0;Der Standard;31847.26
VERBUND AG;20162;2;0;Die Presse;33532.69
VERBUND AG;20162;2;0;GEWINN;31880.98
VERBUND AG;20162;2;0;Heute;49021.63
VERBUND AG;20162;2;0;Kabel 1 austria;38999.11
VERBUND AG;20162;2;0;Kleine Zeitung;41107.44
VERBUND AG;20162;2;0;Kronen Zeitung;46574.54
VERBUND AG;20162;2;0;Kurier;34659.33
VERBUND AG;20162;2;0;NEWS;39937.31
VERBUND AG;20162;2;0;ORF 2;91292.64
VERBUND AG;20162;2;0;ORF eins;54411.56
VERBUND AG;20162;2;0;OÖ Nachrichten;10361.55
VERBUND AG;20162;2;0;profil;31336.44
VERBUND AG;20162;2;0;ProSieben Austria;48004.30
VERBUND AG;20162;2;0;Puls 4;35703.73
VERBUND AG;20162;2;0;RTL;50806.43
VERBUND AG;20162;2;0;Salzburger Nachrichten;9787.37
VERBUND AG;20162;2;0;SAT.1 Österreich;25906.01
VERBUND AG;20162;2;0;Servus in Stadt & Land;12711.58
VERBUND AG;20162;2;0;Servus TV;16934.54
VERBUND AG;20162;2;0;Terra Mater;9204.65
VERBUND AG;20162;2;0;trend;9867.66
VERBUND AG;20162;2;0;trend.PREMIUM;7156.27
VERBUND AG;20162;2;0;tv-media;9278.70
VERBUND AG;20162;2;0;VOX;18567.33
VERBUND AG;20162;2;0;Woman;17835.12
VERBUND AG;20162;2;0;www.derstandard.at;41217.92
VERBUND AG;20162;2;0;www.diepresse.com;24760.12
VERBUND AG;20162;2;0;www.facebook.com;10409.15
VERBUND AG;20162;2;0;www.gmx.at;21127.06
VERBUND AG;20162;2;0;www.kleinezeitung.at;8965.15
VERBUND AG;20162;2;0;www.kurier.at;15805.37
VERBUND AG;20162;2;0;www.msn.at;7207.28
VERBUND AG;20162;2;0;www.orf.at;8960.60
VERBUND AG;20162;2;0;www.willhaben.at;10085.26
VERBUND AG;20162;2;0;www.wirtschaftsblatt.at;5993.02
VERBUND AG;20162;2;0;www.youtube.at;15927.77
VERBUND AG;20162;2;0;Österreich;19712.31
VERBUND Sales GmbH;20162;2;0;ORF 2;5081.72
VERBUND Sales GmbH;20162;2;0;ProSieben Austria;6335.18
VERBUND Sales GmbH;20162;2;0;RTL;5019.67
VERBUND Sales GmbH;20162;2;0;www.derstandard.at;5161.52
VERBUND Sales GmbH;20162;2;0;www.google.at;15607.35
VERBUND Sales GmbH;20162;2;0;www.willhaben.at;6826.63
Vereinigte Bühnen Wien Ges.m.b.H.;20162;2;0;Die Presse;9850
Vereinigte Bühnen Wien Ges.m.b.H.;20162;2;0;Heute;6384
Vereinigte Bühnen Wien Ges.m.b.H.;20162;2;0;Infoscreen Wien;10631.77
Vereinigte Bühnen Wien Ges.m.b.H.;20162;2;0;Kurier;7192.50
Vereinigte Bühnen Wien Ges.m.b.H.;20162;2;0;Madonna mit Österreich;8199.50
Vereinigte Bühnen Wien Ges.m.b.H.;20162;2;0;NÖN;5500
Vereinigte Bühnen Wien Ges.m.b.H.;20162;2;0;ORF III;8893.29
Vereinigte Bühnen Wien Ges.m.b.H.;20162;2;0;Radio Stephansdom;10135.26
Vereinigte Bühnen Wien Ges.m.b.H.;20162;2;0;Servus TV;5370.18
Vereinigte Bühnen Wien Ges.m.b.H.;20162;2;0;Theatermagazin;24110.60
Vereinigte Bühnen Wien Ges.m.b.H.;20162;2;0;Ticket;11900
Vereinigte Bühnen Wien Ges.m.b.H.;20162;2;0;Woman;18835
Vereinigte Bühnen Wien Ges.m.b.H.;20162;2;0;www.kurier.at;20196
Vereinigte Bühnen Wien Ges.m.b.H.;20162;2;0;Österreich;6559.52
Verkehrsverbund Kärnten GesmbH;20162;2;0;Kronehit;5232.50
Verkehrsverbund Kärnten GesmbH;20162;2;0;Kärntner Regionalmedien;18475.55
Verkehrsverbund Kärnten GesmbH;20162;2;0;Weekend Magazin;14675.80
Verkehrsverbund Kärnten GesmbH;20162;2;0;Woche Kärnten;13511.40
Verkehrsverbund Ost-Region (VOR) Gesellschaft m.b.H.;20162;2;0;Bezirksblätter Niederösterreich;6968.78
Verkehrsverbund Ost-Region (VOR) Gesellschaft m.b.H.;20162;2;0;Heute;14126.17
Verkehrsverbund Ost-Region (VOR) Gesellschaft m.b.H.;20162;2;0;Kronen Zeitung;37859.92
Verkehrsverbund Ost-Region (VOR) Gesellschaft m.b.H.;20162;2;0;Kurier;10433.18
Verkehrsverbund Ost-Region (VOR) Gesellschaft m.b.H.;20162;2;0;NÖN;11612.70
Verkehrsverbund Ost-Region (VOR) Gesellschaft m.b.H.;20162;2;0;www.derstandard.at;7566.67
Verkehrsverbund Ost-Region (VOR) Gesellschaft m.b.H.;20162;2;0;www.gmx.at;6733.33
Verkehrsverbund Ost-Region (VOR) Gesellschaft m.b.H.;20162;2;0;www.krone.at;7566.67
Verkehrsverbund Ost-Region (VOR) Gesellschaft m.b.H.;20162;2;0;www.kurier.at;5253.33
Verkehrsverbund Ost-Region (VOR) Gesellschaft m.b.H.;20162;2;0;Österreich;7049.78
Verkehrsverbund Tirol GesmbH.;20162;2;0;Bezirksblätter Tirol;9387
Verkehrsverbund Tirol GesmbH.;20162;2;0;Tiroler Tageszeitung;11083.58
Versicherungsanstalt für Eisenbahnen und Bergbau;20162;2;0;Der Standard;11500
Villacher Kirchtag GmbH;20162;2;0;Kärntner Regionalmedien;9500
Villacher Kirchtag GmbH;20162;2;0;ORF Radio Kärnten;8000
VKW-Ökostrom GmbH;20162;2;0;Neue Vorarlberger Tageszeitung;16599.56
Volksoper Wien GmbH;20162;2;0;Infoscreen Wien;15456.40
Volkstheater Gesellschaft m.b.H.;20162;2;0;Der Standard;5427.10
Vorarlberg Tourismus GmbH;20162;2;0;Vorarlberger Nachrichten;14817.86
Vorarlberger Gebietskrankenkasse;20162;2;0;Vorarlberger Nachrichten;10433.22
Vorarlberger Illwerke Aktiengesellschaft;20162;2;0;Vorarlberger Nachrichten;13763.50
Vorarlberger Kraftwerke Aktiengesellschaft;20162;2;0;ORF 2;13035
Vorarlberger Kraftwerke Aktiengesellschaft;20162;2;0;ORF Radio Vorarlberg;7634
Vorarlberger Kraftwerke Aktiengesellschaft;20162;2;0;Vorarlberger Nachrichten;53634.82
Vorarlberger Kraftwerke Aktiengesellschaft;20162;2;0;www.vol.at;18104.82
Vorarlberger Krankenhaus-Betriebsgesellschaft mit beschränkter Haftung;20162;2;0;Der Standard;5796
Vorarlberger Krankenhaus-Betriebsgesellschaft mit beschränkter Haftung;20162;2;0;Vorarlberger Nachrichten;8574
Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft;20162;2;0;Das österreichische Industriemagazin;9698
Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft;20162;2;0;Die Presse;16093.89
Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft;20162;2;0;Die Wirtschaft - Zeitung der Wirtschaftskammer Vorarlberg;6170
Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft;20162;2;0;Kurier;11580
Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft;20162;2;0;ORF 2;5024.12
Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft;20162;2;0;ORF Radio Vorarlberg;8928
Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft;20162;2;0;OÖ Nachrichten;6273
Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft;20162;2;0;Vorarlberger Nachrichten;49447
Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft;20162;2;0;Vorarlberger Wirtschaft;6000
Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft;20162;2;0;Weekend Magazin;8970
Vorarlberger Landes- und Hypothekenbank Aktiengesellschaft;20162;2;0;www.vol.at;5791.42
Wachau Kultur Melk GmbH;20162;2;0;Die Presse;45594
Wachau Kultur Melk GmbH;20162;2;0;meine family - Das NÖ Familienjournal;5970
Wachau Kultur Melk GmbH;20162;2;0;NÖN;14750
Wachau Kultur Melk GmbH;20162;2;0;Radio Arabella Mostviertel;6238
Weingut Stadt Krems GmbH;20162;2;0;weinwelt.at - Magazin;10500
Wels Marketing & Touristik GmbH;20162;2;0;ORF 2;5100
Wels Strom GmbH;20162;2;0;WT 1;5170
WH Medien GmbH;20162;2;0;ExtraDienst;7500
WH Medien GmbH;20162;2;0;Horizont;6526
WIEN ENERGIE GmbH;20162;2;0;a3ECO;9071.20
WIEN ENERGIE GmbH;20162;2;0;Alles Auto;6052
WIEN ENERGIE GmbH;20162;2;0;autorevue;6548.27
WIEN ENERGIE GmbH;20162;2;0;bz - Wiener Bezirkszeitung;12957.70
WIEN ENERGIE GmbH;20162;2;0;Concerto Magazin;10476.19
WIEN ENERGIE GmbH;20162;2;0;Das Rapid Magazin;7600
WIEN ENERGIE GmbH;20162;2;0;Der Standard;14892
WIEN ENERGIE GmbH;20162;2;0;Energy 104.2;7486.96
WIEN ENERGIE GmbH;20162;2;0;ExtraDienst;5610
WIEN ENERGIE GmbH;20162;2;0;facebook.com App;11565.46
WIEN ENERGIE GmbH;20162;2;0;FAIRliving;11900
WIEN ENERGIE GmbH;20162;2;0;Falter;5631.29
WIEN ENERGIE GmbH;20162;2;0;GEWINN;10241.40
WIEN ENERGIE GmbH;20162;2;0;Heute;24053.40
WIEN ENERGIE GmbH;20162;2;0;Infoscreen Wien;26922.82
WIEN ENERGIE GmbH;20162;2;0;Kronen Zeitung;37168
WIEN ENERGIE GmbH;20162;2;0;Kurier;15228.19
WIEN ENERGIE GmbH;20162;2;0;Madonna mit Österreich;7832.30
WIEN ENERGIE GmbH;20162;2;0;ORF III;12500
WIEN ENERGIE GmbH;20162;2;0;Pro Umwelt;5083
WIEN ENERGIE GmbH;20162;2;0;profil;7994
WIEN ENERGIE GmbH;20162;2;0;Rapid - Die aktuelle Stadionzeitung des SK Rapid;8000
WIEN ENERGIE GmbH;20162;2;0;Sonntag - Österreich;11329.50
WIEN ENERGIE GmbH;20162;2;0;Sportmagazin;7622.38
WIEN ENERGIE GmbH;20162;2;0;trend.PREMIUM;7302.32
WIEN ENERGIE GmbH;20162;2;0;twitter.com App;5618.53
WIEN ENERGIE GmbH;20162;2;0;Weekend Magazin;7038
WIEN ENERGIE GmbH;20162;2;0;Wiener Zeitung;6017.50
WIEN ENERGIE GmbH;20162;2;0;Wienerin;7044.38
WIEN ENERGIE GmbH;20162;2;0;www.derstandard.at;6577.38
WIEN ENERGIE GmbH;20162;2;0;www.futurezone.at;7532.50
WIEN ENERGIE GmbH;20162;2;0;www.heute.at;6366.21
WIEN ENERGIE GmbH;20162;2;0;www.krone.at;12378.22
WIEN ENERGIE GmbH;20162;2;0;www.kurier.at;7735.74
WIEN ENERGIE GmbH;20162;2;0;www.oe24.at;13482.76
WIEN ENERGIE GmbH;20162;2;0;www.skrapid.at;35000
WIEN ENERGIE GmbH;20162;2;0;www.vienna.at;12383.72
WIEN ENERGIE GmbH;20162;2;0;youtube.at App;6911.61
WIEN ENERGIE GmbH;20162;2;0;Österreich;11590.60
WIEN ENERGIE Vertrieb GmbH & Co KG;20162;2;0;facebook.com App;12831.82
WIEN ENERGIE Vertrieb GmbH & Co KG;20162;2;0;Forum (Gas- und Wasserfach);5600
WIEN ENERGIE Vertrieb GmbH & Co KG;20162;2;0;google.com App;10546.13
WIEN ENERGIE Vertrieb GmbH & Co KG;20162;2;0;NÖ Gemeinde;6074.10
WIEN ENERGIE Vertrieb GmbH & Co KG;20162;2;0;Wiener Wirtschaft;9819.20
Wien Holding GmbH;20162;2;0;Art Quarterly;7500
Wien Holding GmbH;20162;2;0;bz - Wiener Bezirkszeitung;7654.81
Wien Holding GmbH;20162;2;0;Das Wien;5200
Wien Holding GmbH;20162;2;0;Die Presse;8477.95
Wien Holding GmbH;20162;2;0;GEWINN;11340
Wien Holding GmbH;20162;2;0;Heute;17000
Wien Holding GmbH;20162;2;0;look!wienlive;8500
Wien Holding GmbH;20162;2;0;Messe & Event;6156
Wien Holding GmbH;20162;2;0;schau;9900
Wien Holding GmbH;20162;2;0;Sonntag - Österreich;16089.60
Wien Holding GmbH;20162;2;0;trend;5429.38
Wien Holding GmbH;20162;2;0;www.krone.at;20000
Wiener ArbeitnehmerInnen Förderungsfonds;20162;2;0;Die Presse;6868
Wiener ArbeitnehmerInnen Förderungsfonds;20162;2;0;GEWINN;7805
Wiener ArbeitnehmerInnen Förderungsfonds;20162;2;0;Heute;7344
Wiener ArbeitnehmerInnen Förderungsfonds;20162;2;0;Kurier;5946
Wiener ArbeitnehmerInnen Förderungsfonds;20162;2;0;Wiener Wirtschaft;6195
Wiener Gebietskrankenkasse;20162;2;0;People;20373.92
Wiener Hafen, GmbH & Co KG;20162;2;0;Kurier - Sonderbeilage Logistik;5200
Wiener Hafen, GmbH & Co KG;20162;2;0;Österreich;15000
WIENER LINIEN GmbH & Co KG;20162;2;0;drehmoment;5482.50
WIENER LINIEN GmbH & Co KG;20162;2;0;Hotel & Touristik;7267.50
WIENER LINIEN GmbH & Co KG;20162;2;0;Infoscreen Wien;12255
WIENER LINIEN GmbH & Co KG;20162;2;0;Kronehit;6605
WIENER LINIEN GmbH & Co KG;20162;2;0;look!wienlive;5500
WIENER LINIEN GmbH & Co KG;20162;2;0;Ticket;9900
WIENER LINIEN GmbH & Co KG;20162;2;0;Wiener Stadthalle TV;7150
WIENER LINIEN GmbH & Co KG;20162;2;0;www.vienna-marathon.com;12000
WIENER LINIEN GmbH & Co KG;20162;2;0;Zu Hause;6693.75
Wiener Neustädter Stadtwerke und Kommunal Service GmbH;20162;2;0;Bezirksblätter Niederösterreich;6289.92
Wiener Neustädter Stadtwerke und Kommunal Service GmbH;20162;2;0;NÖN;7235
Wiener Neustadt Holding GmbH;20162;2;0;ORF 2;5250
Wiener Staatsoper GmbH;20162;2;0;Ö1;10130.06
Wiener Tourismusverband;20162;2;0;austrian.com (AT);116708.74
Wiener Tourismusverband;20162;2;0;Flughafen Wien Infoscreens (AT);6970
Wiener Tourismusverband;20162;2;0;skylines (AT);5462.10
Wiener Zeitung GmbH;20162;2;0;Infoscreen Wien;17175
WILDPARK MAUTERN GmbH;20162;2;0;Kleine Zeitung;7766.48
WILDPARK MAUTERN GmbH;20162;2;0;ORF Radio Steiermark;8177.47
Wirtschaft Burgenland GmbH - WiBuG;20162;2;0;Kurier;12500
Wirtschaft Burgenland GmbH - WiBuG;20162;2;0;Österreich;8610.84
Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.;20162;2;0;Der Standard;5950
Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.;20162;2;0;GEWINN;57322.70
Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.;20162;2;0;Infoscreen Wien;7807.82
Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.;20162;2;0;ORF 2;9600
Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.;20162;2;0;Terra Mater;5250
Wirtschaftsagentur Wien. Ein Fonds der Stadt Wien.;20162;2;0;The Red Bulletin;5584.50
Wirtschaftskammer Österreich;20162;2;0;Bezirksblätter Niederösterreich;8912.36
Wirtschaftskammer Österreich;20162;2;0;Bezirksblätter Tirol;5852.07
Wirtschaftskammer Österreich;20162;2;0;Bezirksrundschau Oberösterreich;10614.80
Wirtschaftskammer Österreich;20162;2;0;Burgenlands Wirtschaft;8560.80
Wirtschaftskammer Österreich;20162;2;0;bz - Wiener Bezirkszeitung;6049.68
Wirtschaftskammer Österreich;20162;2;0;corporAID Magazin;13333
Wirtschaftskammer Österreich;20162;2;0;Der Standard;15268.92
Wirtschaftskammer Österreich;20162;2;0;Die Wirtschaft - Zeitung der Wirtschaftskammer Vorarlberg;5280
Wirtschaftskammer Österreich;20162;2;0;GEWINN;42320
Wirtschaftskammer Österreich;20162;2;0;Heute;30175.18
Wirtschaftskammer Österreich;20162;2;0;Kronen Zeitung;32575
Wirtschaftskammer Österreich;20162;2;0;Kurier;5232.09
Wirtschaftskammer Österreich;20162;2;0;Kärntner Wirtschaft;5080
Wirtschaftskammer Österreich;20162;2;0;medianet;6860
Wirtschaftskammer Österreich;20162;2;0;NEWS;46367.23
Wirtschaftskammer Österreich;20162;2;0;Niederösterreichische Wirtschaft - NÖWI;15314
Wirtschaftskammer Österreich;20162;2;0;Oberösterreichische Wirtschaft;16800
Wirtschaftskammer Österreich;20162;2;0;ORF eins;20783.35
Wirtschaftskammer Österreich;20162;2;0;OÖ Nachrichten;10989.12
Wirtschaftskammer Österreich;20162;2;0;profil;35147.84
Wirtschaftskammer Österreich;20162;2;0;ProSieben Austria;16232.77
Wirtschaftskammer Österreich;20162;2;0;Puls 4;9356.95
Wirtschaftskammer Österreich;20162;2;0;Salzburger Wirtschaft;11900
Wirtschaftskammer Österreich;20162;2;0;Servus in Stadt & Land;6355.79
Wirtschaftskammer Österreich;20162;2;0;Steirische Wirtschaft;14452.50
Wirtschaftskammer Österreich;20162;2;0;Tiroler Wirtschaft;7000
Wirtschaftskammer Österreich;20162;2;0;trend;33740.44
Wirtschaftskammer Österreich;20162;2;0;Wiener Wirtschaft;18000
Wirtschaftskammer Österreich;20162;2;0;Wirtschaftsnachrichten;8205.05
Wirtschaftskammer Österreich;20162;2;0;Wirtschaftspolitische Blätter;9412.19
Wirtschaftskammer Österreich;20162;2;0;Woche Steiermark;7752.10
Wirtschaftskammer Österreich;20162;2;0;Woman;32975.07
Wirtschaftskammer Österreich;20162;2;0;www.derstandard.at;5183.66
Wirtschaftskammer Österreich;20162;2;0;www.facebook.com;11719.29
Wirtschaftskammer Österreich;20162;2;0;www.facebook.com;14612.40
Wirtschaftskammer Österreich;20162;2;0;www.news.at;18117.11
Wirtschaftskammer Österreich;20162;2;0;Österreich;17207.70
Wirtschaftskammer Österreich, Bundesgremium des Foto-, Optik- und Medizinproduktehandels;20162;2;0;Life Radio;8250.57
Wirtschaftskammer Österreich, Bundesinnung Bau;20162;2;0;Österreichische Bauzeitung;12516.67
Wirtschaftskammer Österreich, Bundesinnung der Chemischen Gewerbe und der Denkmal-, Fassaden- und Gebäudereiniger;20162;2;0;Hitradio Ö3;26112.82
Wirtschaftskammer Österreich, Bundesinnung der Chemischen Gewerbe und der Denkmal-, Fassaden- und Gebäudereiniger;20162;2;0;ORF 2;37612.50
Wirtschaftskammer Österreich, Bundesinnung der Chemischen Gewerbe und der Denkmal-, Fassaden- und Gebäudereiniger;20162;2;0;ORF eins;21993.75
Wirtschaftskammer Österreich, Bundesinnung der Chemischen Gewerbe und der Denkmal-, Fassaden- und Gebäudereiniger;20162;2;0;VOX;7960.25
Wirtschaftskammer Österreich, Bundesinnung der Gesundheitsberufe;20162;2;0;Hitradio Ö3;26699.18
Wirtschaftskammer Österreich, Bundesinnung der Tischler und Holzgestalter;20162;2;0;Hitradio Ö3;24275.12
Wirtschaftskammer Österreich, Fachverband der chemischen Industrie;20162;2;0;DOT.;8746.50
Wirtschaftskammer Österreich, Fachverband der chemischen Industrie;20162;2;0;Infoscreen Wien;26062.46
Wirtschaftskammer Österreich, Fachverband der chemischen Industrie;20162;2;0;miss;5115.30
Wirtschaftskammer Österreich, Fachverband der chemischen Industrie;20162;2;0;Skip;14960
Wirtschaftskammer Österreich, Fachverband für das Güterbeförderungsgewerbe;20162;2;0;Hitradio Ö3;91374
Wirtschaftskammer Österreich, Fachverband für das Güterbeförderungsgewerbe;20162;2;0;ORF eins;69790
Wirtschaftskammer Österreich, Fachverband Ingenieurbüros;20162;2;0;readING;15000
Wirtschaftskammer Österreich, Fachverband Stein- und keramische Industrie;20162;2;0;Österreichische Bauzeitung;8090.25
Wirtschaftskammer Burgenland;20162;2;0;Bezirksblätter Burgenland;7833.80
Wirtschaftskammer Burgenland;20162;2;0;BVZ;17192.58
Wirtschaftskammer Burgenland;20162;2;0;Kronen Zeitung;7507.61
Wirtschaftskammer Kärnten;20162;2;0;advantage;6000
Wirtschaftskammer Kärnten;20162;2;0;Antenne Kärnten;16994.97
Wirtschaftskammer Kärnten;20162;2;0;Kleine Zeitung;38623.12
Wirtschaftskammer Kärnten;20162;2;0;Kronen Zeitung;12528.53
Wirtschaftskammer Kärnten;20162;2;0;Kärntner Regionalmedien;14511
Wirtschaftskammer Kärnten;20162;2;0;Wirtschaftsnachrichten;6800
Wirtschaftskammer Kärnten;20162;2;0;www.facebook.com;6179.53
Wirtschaftskammer Kärnten, Fachgruppe Güterbeförderungsgewerbe;20162;2;0;ORF 2;15000
Wirtschaftskammer Kärnten, Fachgruppe Gastronomie;20162;2;0;Kärntner Wirtschaft;5801.86
Wirtschaftskammer Kärnten, Fachgruppe Personenberatung und Personenbetreuung;20162;2;0;Kleine Zeitung;15500
Wirtschaftskammer Kärnten, Fachgruppe Personenberatung und Personenbetreuung;20162;2;0;www.kleinezeitung.at;10000
Wirtschaftskammer Kärnten, Fachgruppe Versicherungsmakler und Berater in Versicherungsangelegenheiten;20162;2;0;Antenne Kärnten;15142.05
Wirtschaftskammer Kärnten, Fachgruppe Versicherungsmakler und Berater in Versicherungsangelegenheiten;20162;2;0;ORF Radio Kärnten;9855
Wirtschaftskammer Niederösterreich;20162;2;0;Bezirksblätter Niederösterreich;6732.57
Wirtschaftskammer Niederösterreich;20162;2;0;Heute;8342.07
Wirtschaftskammer Niederösterreich;20162;2;0;Kronen Zeitung;33331.38
Wirtschaftskammer Niederösterreich;20162;2;0;Kurier;80717.64
Wirtschaftskammer Niederösterreich;20162;2;0;NÖN;87108.09
Wirtschaftskammer Niederösterreich;20162;2;0;ORF 2;10050
Wirtschaftskammer Niederösterreich;20162;2;0;P3;11693.50
Wirtschaftskammer Niederösterreich;20162;2;0;Radio Arabella Mostviertel;8358.86
Wirtschaftskammer Niederösterreich;20162;2;0;Wirtschaftsnachrichten;9625.40
Wirtschaftskammer Niederösterreich;20162;2;0;www.wirtschaftspressedienst.at;11725
Wirtschaftskammer Niederösterreich;20162;2;0;Yeni Vatan Gazetesi;5900
Wirtschaftskammer Niederösterreich;20162;2;0;Österreich;30041.95
Wirtschaftskammer Niederösterreich, Fachgruppe der Freizeit- und Sportbetriebe NÖ;20162;2;0;ORF 2;6031.74
Wirtschaftskammer Niederösterreich, Fachgruppe der Immobilien- und Vermögenstreuhänder NÖ;20162;2;0;NÖN;16800
Wirtschaftskammer Niederösterreich, Fachgruppe der metalltechnischen Industrie NÖ;20162;2;0;Niederösterreichische Wirtschaft - NÖWI;5840
Wirtschaftskammer Niederösterreich, Fachgruppe der Persönlichen Dienstleister;20162;2;0;Bezirksblätter Niederösterreich;6328.60
Wirtschaftskammer Niederösterreich, Fachgruppe der Persönlichen Dienstleister;20162;2;0;NÖN;8400
Wirtschaftskammer Niederösterreich, Fachgruppe der Persönlichen Dienstleister;20162;2;0;www.m4tv.at;13520
Wirtschaftskammer Niederösterreich, Fachgruppe der Versicherungsmakler und Berater in Versicherungsangelegenheiten NÖ;20162;2;0;ORF Radio Niederösterreich;25000
Wirtschaftskammer Niederösterreich, Fachgruppe Gastronomie NÖ;20162;2;0;Bezirksblätter Niederösterreich;14790
Wirtschaftskammer Niederösterreich, Fachgruppe Personenberatung- und betreuung;20162;2;0;Gesund + Leben in Niederösterreich;5832
Wirtschaftskammer Niederösterreich, Fachgruppe Unternehmensberatung, Buchhaltung und Informationstechnologie NÖ;20162;2;0;Computerwelt;6612
Wirtschaftskammer Niederösterreich, Fachgruppe Unternehmensberatung, Buchhaltung und Informationstechnologie NÖ;20162;2;0;Die Presse;11852.19
Wirtschaftskammer Niederösterreich, Fachgruppe Unternehmensberatung, Buchhaltung und Informationstechnologie NÖ;20162;2;0;Niederösterreichische Wirtschaft - NÖWI;6000
Wirtschaftskammer Niederösterreich, Fachgruppe Unternehmensberatung, Buchhaltung und Informationstechnologie NÖ;20162;2;0;www.herold.at;7820.61
Wirtschaftskammer Niederösterreich, Fachgruppe Unternehmensberatung, Buchhaltung und Informationstechnologie NÖ;20162;2;0;www.krone.at;7532.05
Wirtschaftskammer Niederösterreich, Fachgruppe Unternehmensberatung, Buchhaltung und Informationstechnologie NÖ;20162;2;0;www.kurier.at;5954.20
Wirtschaftskammer Niederösterreich, Fachgruppe Unternehmensberatung, Buchhaltung und Informationstechnologie NÖ;20162;2;0;www.wirtschaftsblatt.at;7112.45
Wirtschaftskammer Niederösterreich, Landesgremium des Direktvertriebs NÖ;20162;2;0;direktberater;6151
Wirtschaftskammer Niederösterreich, Landesgremium des Handels mit Arzneimitteln, Drogerie- und Parfümeriewaren sowie Chemikalien und Farben;20162;2;0;Bezirksblätter Niederösterreich;6402.54
Wirtschaftskammer Niederösterreich, Landesgremium des Markt-, Straßen- und Wanderhandels NÖ;20162;2;0;ORF Radio Niederösterreich;11520
Wirtschaftskammer Niederösterreich, Landesinnung Bau NÖ;20162;2;0;Niederösterreichische Wirtschaft - NÖWI;6205
Wirtschaftskammer Niederösterreich, Landesinnung der Chemischen Gewerbe und der Denkmal-, Fassaden- und Gebäudereiniger NÖ;20162;2;0;ÖGZ - Österreichische Gemeinde-Zeitung;5542.80
Wirtschaftskammer Niederösterreich, Landesinnung der Friseure NÖ;20162;2;0;Kronehit;8917.55
Wirtschaftskammer Niederösterreich, Landesinnung der Sanitär-, Heizungs- und Lüftungstechniker NÖ;20162;2;0;Kronehit;17237.02
Wirtschaftskammer Niederösterreich, Landesinnung der Sanitär-, Heizungs- und Lüftungstechniker NÖ;20162;2;0;NÖN;12320
Wirtschaftskammer Oberösterreich;20162;2;0;Bezirksrundschau Oberösterreich;38283.11
Wirtschaftskammer Oberösterreich;20162;2;0;Die Macher;6700
Wirtschaftskammer Oberösterreich;20162;2;0;Kronen Zeitung;23836.28
Wirtschaftskammer Oberösterreich;20162;2;0;Kurier;6589.28
Wirtschaftskammer Oberösterreich;20162;2;0;LT1;36590
Wirtschaftskammer Oberösterreich;20162;2;0;Neues Volksblatt;7342.50
Wirtschaftskammer Oberösterreich;20162;2;0;OÖ Nachrichten;68129
Wirtschaftskammer Oberösterreich;20162;2;0;Tips;36376.33
Wirtschaftskammer Oberösterreich, Fachgruppe Buch- und Medienwirtschaft;20162;2;0;ORF 2;5092.68
Wirtschaftskammer Oberösterreich, Fachgruppe der Persönlichen Dienstleister;20162;2;0;Die Macher;5900
Wirtschaftskammer Oberösterreich, Fachgruppe der Persönlichen Dienstleister;20162;2;0;OÖ Nachrichten;5246.16
Wirtschaftskammer Oberösterreich, Fachgruppe Freizeit- und Sportbetriebe;20162;2;0;Life Radio;12850
Wirtschaftskammer Oberösterreich, Fachgruppe Freizeit- und Sportbetriebe;20162;2;0;ORF eins;12547.60
Wirtschaftskammer Oberösterreich, Fachgruppe Gastronomie;20162;2;0;Bezirksrundschau Oberösterreich;9002.24
Wirtschaftskammer Oberösterreich, Fachgruppe Gastronomie;20162;2;0;Kronen Zeitung;32501.79
Wirtschaftskammer Oberösterreich, Fachgruppe Gastronomie;20162;2;0;ORF 2;5044.50
Wirtschaftskammer Oberösterreich, Fachgruppe Gastronomie;20162;2;0;OÖ Nachrichten;18221.46
Wirtschaftskammer Oberösterreich, Fachgruppe Gastronomie;20162;2;0;Tips;31790.66
Wirtschaftskammer Oberösterreich, Fachgruppe Gewerbliche Dienstleister;20162;2;0;Chefinfo;7960
Wirtschaftskammer Oberösterreich, Fachgruppe Handel mit Arzneimitteln, Drogeriewaren, Chemikalien, Farben;20162;2;0;ORF 2;7000
