RECHTSTRAEGER;QUARTAL;BEKANNTGABE;LEERMELDUNG;MEDIUM_MEDIENINHABER;EURO
MESSE Tulln GmbH;20131;2;0;Hitradio Ö3;116665
MESSE Tulln GmbH;20131;2;0;Kronen Zeitung;6960
MESSE Tulln GmbH;20131;2;0;Kronen Zeitung;43052
MESSE Tulln GmbH;20131;2;0;Kurier;51070
MESSE Tulln GmbH;20131;2;0;NÖN;5410
MESSE Tulln GmbH;20131;2;0;ORF Niederösterreich;16628
MESSE Tulln GmbH;20131;2;0;ORF Wien;14750
MESSE Tulln GmbH;20131;2;0;ORF 2;6753
MESSE Tulln GmbH;20131;2;0;ORF Radio Niederösterreich;10124
MESSE Tulln GmbH;20131;2;0;ORF Radio Wien;11371
MESSE Tulln GmbH;20131;2;0;RMS Kombi Ost;7900
MESSE Tulln GmbH;20131;2;0;Yachtrevue;11070
Messe Wels GmbH & Co KG;20131;2;0;AGRO-WERBUNG;5606.91
Messe Wels GmbH & Co KG;20131;2;0;Kleine Zeitung;13825.89
Messe Wels GmbH & Co KG;20131;2;0;Bohmann Druck und Verlag;7100
Messe Wels GmbH & Co KG;20131;2;0;IP Österreich;10540.43
Messe Wels GmbH & Co KG;20131;2;0;Johann Almer;6413.4
Messe Wels GmbH & Co KG;20131;2;0;MEDIAPRINT Zeitungs- und Zeitschriftenverlag;79344.02
Messe Wels GmbH & Co KG;20131;2;0;Neue Presse;8715.44
Messe Wels GmbH & Co KG;20131;2;0;Österreichischer  Wirtschaftsverlag;11271.62
Messe Wels GmbH & Co KG;20131;2;0;Österreichischer Rundfunk;89073.96
Messe Wels GmbH & Co KG;20131;2;0;ProSiebenSat.1 PULS 4;6162.72
Messe Wels GmbH & Co KG;20131;2;0;Red Bulletin;5622.76
Messe Wels GmbH & Co KG;20131;2;0;RMA Media Service;26371.24
Messe Wels GmbH & Co KG;20131;2;0;Salzburger Nachrichten;10781.58
Messe Wels GmbH & Co KG;20131;2;0;Seso Media Consulting GmbH;10000
Messe Wels GmbH & Co KG;20131;2;0;Tele Regional Passau 1 GmbH;5565
Messe Wels GmbH & Co KG;20131;2;0;Tips;12012.58
Messe Wels GmbH & Co KG;20131;2;0;WEKA-Verlag;5938.3
Messe Wels GmbH & Co KG;20131;2;0;Wimmer Medien;23608.95
Messe Wels GmbH & Co KG;20131;2;0;Zeitungsverlag NÖ Pressehaus;15666.06
Messezentrum Salzburg GmbH;20131;2;0;Kronen Zeitung;6013.23
Messezentrum Salzburg GmbH;20131;2;0;ORF Salzburg;22698.72
Messezentrum Salzburg GmbH;20131;2;0;Salzburger Nachrichten;11160.31
Museum Moderner Kunst Stiftung Ludwig Wien (MUMOK);20131;2;0;Der Standard;13120.98
Museum Moderner Kunst Stiftung Ludwig Wien (MUMOK);20131;2;0;Echo;5880
Museum Moderner Kunst Stiftung Ludwig Wien (MUMOK);20131;2;0;Falter;6798.25
MuseumsQuartier Errichtungs- und BetriebsgesmbH;20131;2;0;Kurier;6014.4
NÖ Festival-Ges.m.b.H.;20131;2;0;FM4;7020
NÖ Kulturwirtschaft GesmbH.;20131;2;0;ORF III;13667.5
NÖ Kulturwirtschaft GesmbH.;20131;2;0;ORF Niederösterreich;21713.5
NÖ Landesakademie;20131;2;0;NÖN;25267.31
NÖ. Landes-Sportschulanlagenbetriebsgesellschaft m.b.H.;20131;2;0;MN Online & Content GmbH;5100
NÖ. Landes-Sportschulanlagenbetriebsgesellschaft m.b.H.;20131;2;0;Niederösterreich-Werbung GmbH;5200
Naturhistorisches Museum;20131;2;0;Diabla Media Verlag;5040
Naturhistorisches Museum;20131;2;0;Infoscreen;6252.24
Naturhistorisches Museum;20131;2;0;Universum Magazin;6400
Naturhistorisches Museum;20131;2;0;Wiener Tourismusverband;13072.5
NEUE HEIMAT TIROL Gemeinnützige WohnungsGmbH;20131;2;0;Tiroler Tageszeitung;8479
Next Liberty Jugendtheater GmbH;20131;2;0;Kleine Zeitung;8866
Niederösterreich-Card GmbH;20131;2;0;Das Wiener Bezirksblatt;9996
Niederösterreich-Card GmbH;20131;2;0;Kronen Zeitung;59600
Niederösterreichische Energie- und Umweltagentur Betriebs-GmbH;20131;2;0;NÖN;10115
Niederösterreichische Energie- und Umweltagentur GmbH;20131;2;0;NÖN;17820
Niederösterreichische Gebietskrankenkasse;20131;2;0;Bezirksblätter Niederösterreich;14863.01
Niederösterreichische Gebietskrankenkasse;20131;2;0;Kronen Zeitung;6489.51
Niederösterreichische Gebietskrankenkasse;20131;2;0;NÖN;29552.35
Niederösterreichische Kulturszene Betriebsge- sellschaft m.b.H.;20131;2;0;Der Standard;24595.82
Niederösterreichische Kulturszene Betriebsge- sellschaft m.b.H.;20131;2;0;Infoscreen;6018.6
Niederösterreichische Kulturszene Betriebsge- sellschaft m.b.H.;20131;2;0;Kurier;12011.1
Niederösterreichische Landeskliniken-Holding;20131;2;0;Bezirksblätter Niederösterreich;27725.21
Niederösterreichische Landeskliniken-Holding;20131;2;0;Heute;14714.62
Niederösterreichische Landeskliniken-Holding;20131;2;0;Kronen Zeitung;15750.45
Niederösterreichische Landeskliniken-Holding;20131;2;0;NÖN;28809.69
Niederösterreichische Landeskliniken-Holding;20131;2;0;ORF Niederösterreich;14980
Niederösterreichische Landeskliniken-Holding;20131;2;0;stadtlandzeitung;11000
Niederösterreichische Museum Betriebsgesellschaft m.b.H.;20131;2;0;SIMs KULTUR;7695
Niederösterreichische Verkehrsorganisationsges.m .b.H. (NÖVOG);20131;2;0;Bezirksblätter Freizeitjournal;7064.7
Niederösterreichische Verkehrsorganisationsges.m .b.H. (NÖVOG);20131;2;0;Karriere Krone NÖ;7020
Niederösterreichische Verkehrsorganisationsges.m .b.H. (NÖVOG);20131;2;0;NÖN;10544
Niederösterreichische Verkehrsorganisationsges.m .b.H. (NÖVOG);20131;2;0;NÖN;5612
Niederösterreichischer Gesundheits- und Sozialfonds (NÖGUS);20131;2;0;ORF Niederösterreich;19023.2
Niederösterreich-Werbung GmbH;20131;2;0;BUS & HOTEL REPORT international;5250
Niederösterreich-Werbung GmbH;20131;2;0;NÖN;36975.81
Niederösterreich-Werbung GmbH;20131;2;0;ORF Niederösterreich;42000
Niederösterreich-Werbung GmbH;20131;2;0;Österreich;26010.52
Niederösterreich-Werbung GmbH;20131;2;0;T.A.I. Tourismuswirtschaft Austria & International;5600
Niederösterreich-Werbung GmbH;20131;2;0;www.fm-online.at;10000
OÖ Thermenholding GmbH;20131;2;0;Bezirksblätter Niederösterreich;19582
OÖ Thermenholding GmbH;20131;2;0;Bezirksblätter Salzburg;6468
OÖ Thermenholding GmbH;20131;2;0;Bezirkszeitung Wien;13787
OÖ Thermenholding GmbH;20131;2;0;Google;54995
OÖ Thermenholding GmbH;20131;2;0;Kronen Zeitung;90080
OÖ Thermenholding GmbH;20131;2;0;Kronen Zeitung;7497
OÖ Thermenholding GmbH;20131;2;0;OÖ Nachrichten;9550
OÖ Thermenholding GmbH;20131;2;0;Plista Online Werbenetzwerk;12098
OÖ Thermenholding GmbH;20131;2;0;Roithner kurz-mal-weg newsletter;5242
OÖ Thermenholding GmbH;20131;2;0;Tips OÖ;10863
OÖ Thermenholding GmbH;20131;2;0;Weekend Magazin;5800
OÖ Thermenholding GmbH;20131;2;0;Das Wiener Bezirksblatt;10290
OÖ Verkehrsverbund- Organisations GmbH Nfg.& Co KG;20131;2;0;Life Radio;8334
OÖ Verkehrsverbund- Organisations GmbH Nfg.& Co KG;20131;2;0;Tips;5365.72
OÖ. Ferngas Netz GmbH;20131;2;0;Life Radio;7728
OÖ. Gas-Wärme GmbH;20131;2;0;basics;5162.9
OÖ. Gas-Wärme GmbH;20131;2;0;Bezirksrundschau Oberösterreich;8229.36
OÖ. Gas-Wärme GmbH;20131;2;0;Life Radio;7728
OÖ. Gas-Wärme GmbH;20131;2;0;Tips;7526.71
OÖ. Touristik GmbH;20131;2;0;Kronen Zeitung;9741.35
Oö. Theater und Orchester GmbH;20131;2;0;OÖ Nachrichten;17293
Oberösterreich Tourismus;20131;2;0;Die Presse;6880.38
Oberösterreich Tourismus;20131;2;0;Faktum;5250
Oberösterreich Tourismus;20131;2;0;Kurier;21526.09
Oberösterreich Tourismus;20131;2;0;Life Radio;6657.52
Oberösterreich Tourismus;20131;2;0;OÖ Tourismus Nachrichten;14260
Oberösterreich Tourismus;20131;2;0;OÖ Nachrichten;46005.16
Oberösterreich Tourismus;20131;2;0;Passauer Neue Presse;11277.05
Oberösterreich Tourismus;20131;2;0;Süddeutsche Zeitung;22852.25
Oberösterreich Tourismus;20131;2;0;Tiroler Tageszeitung;9973.92
Oberösterreich Tourismus;20131;2;0;TRP1;12480
Oberösterreich Tourismus;20131;2;0;tv-media;8548.87
Oberösterreich Tourismus;20131;2;0;Welt am Sonntag;6058.8
Oberösterreich Tourismus;20131;2;0;www.nachrichten.at (OÖNachrichten);7886.93
Oberösterreichische Gebietskrankenkasse;20131;2;0;Bezirksrundschau Oberösterreich;11275
Oberösterreichische Gebietskrankenkasse;20131;2;0;Tips OÖ;14500
Oberösterreichische Gesundheits- und Spitals-AG;20131;2;0;Life Radio;15000
Oberösterreichische Gesundheits- und Spitals-AG;20131;2;0;OÖ Nachrichten;8501.77
Oberösterreichische Landesbank Aktiengesellschaft;20131;2;0;Bezirksrundschau Oberösterreich;20596.22
Oberösterreichische Landesbank Aktiengesellschaft;20131;2;0;City! Magazin;7800
Oberösterreichische Landesbank Aktiengesellschaft;20131;2;0;OÖ Ärzte;8720.74
OeAD (Ö. Austauschdienst)- GmbH - A. A. f. I. C. in E. a. R. (OeAD-GmbH);20131;2;0;Der Standard;6708
Oesterreichische Nationalbank;20131;2;0;Sonntag;15406
Opernhaus Graz GmbH;20131;2;0;Kleine Zeitung;38219
ORF Marketing Service GmbH & Co KG;20131;2;0;Der Standard;8080.56
ORF Marketing Service GmbH & Co KG;20131;2;0;Falter;6240
ORF Marketing Service GmbH & Co KG;20131;2;0;Wiener Zeitung;7328.1
ORF-Enterprise GmbH & Co KG;20131;2;0;derstandard.at;14000
ORF-Enterprise GmbH & Co KG;20131;2;0;Falstaff;5760
ORF-Enterprise GmbH & Co KG;20131;2;0;Horizont;31862.75
ORF-Enterprise GmbH & Co KG;20131;2;0;horizont.at;5135
ORF-Enterprise GmbH & Co KG;20131;2;0;medianet;9100
Osterfestspiele Salzburg GmbH;20131;2;0;Salzburger Nachrichten;16914
Osterfestspiele Salzburg GmbH;20131;2;0;Süddeutsche Zeitung;5300
Pensionsversicherungsanstalt;20131;2;0;Freiheit;10000
Planai - Hochwurzen - Bahnen Gesellschaft m.b.H.;20131;2;0;Antenne Steiermark;11220
Planai - Hochwurzen - Bahnen Gesellschaft m.b.H.;20131;2;0;Hitradio Ö3;9979.41
Planai - Hochwurzen - Bahnen Gesellschaft m.b.H.;20131;2;0;Mowis www.wetter.at;5980
Planai - Hochwurzen - Bahnen Gesellschaft m.b.H.;20131;2;0;ORF 2;25688.08
Planai - Hochwurzen - Bahnen Gesellschaft m.b.H.;20131;2;0;ORF Radio Steiermark;9714.21
Rail Cargo Austria Aktiengesellschaft;20131;2;0;DVZ - DEUTSCHE LOGISTIK ZEITUNG;6531
Rail Cargo Austria Aktiengesellschaft;20131;2;0;Der Standard;7370
Rail Tours Touristik Gesellschaft m.b.H.;20131;2;0;Infoscreen;13762
"Rat für Forschung und Technologieentwicklung ""FTE-Rat""";20131;2;0;Universum Magazin, Ausgabe Februar+März 2013 (LW Media);7306.66
Rechtsanwaltskammer Kärnten;20131;2;0;Kärntner Woche;9000
Rechtsanwaltskammer Niederösterreich;20131;2;0;NÖN;12352.8
Rechtsanwaltskammer Wien;20131;2;0;Die Presse;19080
Regionalverband Tennengau;20131;2;0;Bezirksblätter Tennengau, Pongau;5346.94
RIZ Niederösterreichs Gründeragentur Ges.m.b.H.;20131;2;0;NÖN;6666.67
RIZ Niederösterreichs Gründeragentur Ges.m.b.H.;20131;2;0;Österreich;6502.63
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;AGORA-Verein Arbeitsgemeinschaft offenes Radio - Avtonomno gibanje odprtega radia;105000
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;AiNet Telekommunikations- Netzwerk Betriebs GmbH;44200
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Antenne Kärnten Regionalradio GmbH & Co KG;135864
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Antenne Oberösterreich GmbH;13290
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;"Antenne ""Österreich"" und Medieninnovationen GmbH";331398
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Antenne Steiermark Regionalradio GmbH & Co KG;193100
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Arabella Privatradio GmbH;33689
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;ATV Aichfeld Film- und Videoproduktion GmbH;34920
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;ATV Privat TV GmbH & Co KG;1929533
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Bad Kleinkirchheimer SAT- Kabelfernsehen GmbH;50000
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Christian Parzer;50000
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;COLESNICOV TV, Film, Medienproduktion KG;30000
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;COMMIT - Community Medien Institut für Weiterbildung, Forschung und Beratung;75000
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Community TV Salzburg Gemeinnützige Betriebs GmbH;214560
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Community TV-GmbH;374000
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Dachverband für Kultur- und Medieninitiativen und Jugend (Radio Proton);115000
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Digi HiT Programm Consulting GmbH;41894
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;DORF TV GmbH;261720
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Elektrizitätswerke Frastanz Gesellschaft m.b.H.;42000
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Entspannungsfunk Gesellschaft mbH;116278
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Franckviertel TV;34870
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Freier Rundfunk Freistadt GmbH;110000
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Freier Rundfunk OÖ GmbH;173813
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Freies Radio Innsbruck FREIRAD Verein zur Förderung der Medienvielfalt und der Freiheit der Meinungsäußerung;150674
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Freies Radio Salzkammergut - Verein zur Förderung freier, nichtkommerzieller Radioprojekte im Salzkammergut (FRS);119962
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;gotv Fernseh-GmbH;81067
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Harald Milchberger VIP Film+Video;20000
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;HiT FM NÖ Süd Radiobetriebsges.m.b.H.;8000
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;HiT FM Privatradio GmbH;44196
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Image Line Medienproduktion GmbH;30000
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Internet Scott KG;62080
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;IQ - plus Medien GmbH;19440
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Johann Georg Walsberger;60000
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Kabel-TV Lampert GmbH & CoKG;68237
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;KRONEHIT Radiobetriebs GmbH.;206401
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;KT1 Privatfernsehen GmbH;91535
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Kunst- und Medienverein Freequenns;92800
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Ländle TV GmbH;80000
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Life Radio GmbH & Co.KG;218168
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Livetunes Network GmbH;31436
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;LT1 Privatfernsehen GmbH;191950
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Mag. Horst Gründler;40869
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Medienwerkstatt Linz;15227
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;MEMA Medien- Marketing GmbH;25000
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;MGH Medienproduktion GmbH;109012
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Mur-Mürztal Radiobetriebs GmbH;24032
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Mur- Mürztal Regionalfernseh GmbH;60000
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;N & C Privatradiobetriebs GmbH;231248
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;N1 Niederösterreich TV Fernsehgesellschaft m.b.H;50000
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Philipp Wiatschka, EPU;62680
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;PIWImedia GmbH;45000
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Privatradio Arabella GmbH & Co KG;107060
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Privatradio Burgenland GmbH;23760
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Privatradio Mostviertel GmbH & Co KG;82171
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Puls 4 TV GmbH & Co KG;1811609
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;P3-Kabel-news GmbH;63943
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;RADIO ALPINA CHYTRA KEG;13280
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Radio Arabella GmbH;207518
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Radio Eins Privatradio Gesellschaft m.b.H.;202415
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Radio Gymnasium;72560
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Radio Helsinki, Verein Freies Radio Steiermark;136684
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Radio Maria Österreich - Der Sender mit Sendung;32632
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Radio Osttirol GmbH;102338
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Radio-TV Grün Weiss Betriebs GmbH Nfg. KEG;65410
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Red Bull Media House GmbH;1645000
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Regionalradio Tirol GmbH;99118
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;RSL Tirol TV Filmproduktion GmbH;110000
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;RTS-Regionalfernsehen GmbH;80000
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;RTV Regionalfernsehen GmbH;50000
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Soundportal Medien GmbH;170676
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Steiermark 1 TV GmbH & Co KG;147440
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Stiftung Radio Stephansdom;193862
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Superfly Radio GmbH;51576
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;SW1 Schwechat TV Fernsehgesellschaft m.b.H;40000
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Teleport Waldviertel Information und Kommunikation GmbH;169686
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;U1 Tirol Medien GmbH;88252
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Verband Freier Radios Österreich;9429
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Verein Campus Radio St. Pölten;90000
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Verein Freier Rundfunk Salzburg;143736
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Verein Medien- und Kommunikationszentrum nördl. NÖ;94300
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Verein Privatsenderpraxis für Aus- und Weiterbildung der österreichischen Privatsender (PSP);225487
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Freies Radio B 138 - Verein zur Förderung freier nichtkommizieller Radioprojekte im Kremstal;111434
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Verein zur Förderung und Unterstützung von Freien Lokalen Nichtkommerziellen Radioprojekten;215389
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Vorarlberger Regionalradio GmbH;161422
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Vulkan TV GmbH;50000
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Welle Salzburg GmbH;287551
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Welle 1 Graz Der Rocksender GmbH;117124
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Welle 1 Oberösterreich GmbH;17181
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Weststeirische Regionalfernseh GmbH;111720
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Wirth GmbH;73201
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;Wolfgang Gabler;40000
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;WT 1 Privatfernsehen GmbH;59850
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20131;4;0;W24 Programm GmbH;295850
Salzburg AG für Energie, Verkehr und Telekommunikation;20131;2;0;Kronen Zeitung;16478.85
Salzburg AG für Energie, Verkehr und Telekommunikation;20131;2;0;ORF Salzburg;8177
Salzburg AG für Energie, Verkehr und Telekommunikation;20131;2;0;Salzburger Nachrichten;22841.12
Salzburg AG für Energie, Verkehr und Telekommunikation;20131;2;0;Salzburger Woche;12042.24
